,Banner_type0,Banner_type1,Banner_type2,Banner_type3,Banner_type4
79559,0,1,0,1,1
79560,1,1,0,1,1
79561,0,0,1,0,1
79562,1,1,0,0,1
79563,0,0,0,1,0
79564,1,0,0,0,0
79565,0,0,0,0,0
79566,1,1,1,1,0
79567,0,0,1,1,1
79568,1,1,1,0,1
79569,0,0,0,1,0
79570,0,1,0,1,1
79571,1,0,0,1,0
79572,0,1,1,0,1
79573,1,0,1,0,1
79574,0,0,1,0,0
79575,0,0,1,0,0
79576,0,1,1,0,0
79577,0,0,1,0,0
79578,0,1,0,0,1
79579,0,0,0,1,1
79580,1,0,1,0,0
79581,1,1,1,0,1
79582,1,0,0,0,0
79583,0,1,1,1,0
79584,0,1,0,1,1
79585,0,1,1,1,1
79586,1,0,1,1,1
79587,1,0,1,1,0
79588,0,1,1,0,0
79589,1,0,0,1,1
79590,1,1,1,0,0
79591,0,0,0,0,1
79592,1,1,0,0,0
79593,0,0,1,0,1
79594,0,1,0,1,1
79595,0,0,1,0,1
79596,0,0,0,0,1
79597,1,1,1,0,0
79598,1,1,1,1,0
79599,0,1,0,1,1
79600,0,1,1,0,0
79601,1,1,1,0,1
79602,0,0,1,0,1
79603,1,1,0,0,1
79604,0,0,0,0,0
79605,0,0,1,1,1
79606,0,1,0,0,0
79607,1,0,0,0,0
79608,0,0,1,0,0
79609,1,0,0,0,1
79610,0,1,1,0,0
79611,1,1,1,0,0
79612,1,1,0,0,1
79613,0,0,0,0,0
79614,1,0,1,0,1
79615,1,0,0,0,0
79616,1,0,1,1,0
79617,1,0,0,0,0
79618,0,0,0,0,1
79619,1,1,0,0,1
79620,1,1,1,0,1
79621,0,0,1,0,0
79622,1,1,0,1,0
79623,1,0,0,1,1
79624,0,0,1,1,1
79625,0,0,1,0,0
79626,1,0,0,0,1
79627,1,0,1,0,1
79628,0,1,0,1,0
79629,1,1,1,0,0
79630,0,1,0,0,0
79631,0,0,1,0,0
79632,1,1,1,1,1
79633,1,1,1,0,1
79634,0,1,0,1,0
79635,0,0,1,0,1
79636,0,1,0,1,0
79637,0,1,1,1,1
79638,0,1,1,0,1
79639,0,0,0,1,1
79640,0,1,0,1,0
79641,0,1,1,0,1
79642,0,1,1,0,0
79643,1,0,1,1,0
79644,1,0,1,0,0
79645,1,0,1,1,0
79646,0,1,1,0,1
79647,1,0,1,1,0
79648,1,0,0,1,0
79649,1,0,1,1,1
79650,1,0,1,0,0
79651,0,0,1,1,0
79652,0,0,1,1,0
79653,0,1,0,1,0
79654,0,1,0,0,1
79655,0,1,1,1,0
79656,1,1,0,1,1
79657,0,0,1,1,1
79658,1,0,0,0,0
79659,1,1,1,0,1
79660,0,0,1,1,1
79661,0,1,0,1,0
79662,1,1,1,1,0
79663,0,0,0,1,0
79664,1,0,0,1,0
79665,1,0,0,1,1
79666,0,0,0,1,1
79667,1,1,1,1,1
79668,0,0,0,0,1
79669,1,1,0,1,0
79670,0,0,0,1,0
79671,1,1,0,1,1
79672,0,1,0,0,0
79673,1,0,1,1,1
79674,0,0,1,1,1
79675,1,0,0,0,0
79676,1,0,1,0,1
79677,1,0,1,1,1
79678,0,0,0,1,1
79679,0,0,1,0,0
79680,1,1,0,0,1
79681,0,0,0,0,0
79682,1,0,1,0,1
79683,0,1,0,1,1
79684,1,1,0,0,1
79685,0,1,0,0,1
79686,1,1,1,0,1
79687,0,0,1,0,1
79688,0,1,1,1,1
79689,0,1,1,0,0
79690,1,1,1,1,1
79691,1,0,1,1,1
79692,1,1,1,0,0
79693,1,0,1,1,1
79694,0,0,0,1,1
79695,0,0,0,0,0
79696,1,1,1,1,0
79697,1,0,0,1,0
79698,0,1,0,0,0
79699,1,0,0,1,1
79700,0,1,1,0,1
79701,0,0,1,0,1
79702,1,1,0,0,1
79703,0,1,1,1,1
79704,1,0,1,0,0
79705,1,1,0,0,1
79706,0,1,0,1,1
79707,0,0,0,1,1
79708,0,1,1,0,0
79709,0,1,1,0,1
79710,1,1,1,0,0
79711,1,0,1,1,0
79712,1,1,0,0,0
79713,0,1,0,0,1
79714,0,1,0,1,0
79715,0,0,1,0,1
79716,0,0,0,1,1
79717,0,0,1,1,0
79718,1,1,1,1,1
79719,0,1,0,1,1
79720,0,1,0,1,1
79721,1,0,0,0,0
79722,0,1,0,1,1
79723,0,0,0,0,1
79724,1,1,0,1,1
79725,0,1,1,0,1
79726,1,1,1,0,0
79727,1,0,1,1,1
79728,0,0,1,1,1
79729,0,1,0,0,1
79730,1,0,1,0,0
79731,1,1,1,1,0
79732,1,0,0,0,0
79733,1,0,0,0,0
79734,0,1,0,1,0
79735,0,0,0,0,0
79736,1,0,0,0,0
79737,1,0,0,0,1
79738,0,0,1,1,0
79739,0,1,1,1,1
79740,0,0,0,0,0
79741,0,1,0,1,0
79742,0,1,0,1,1
79743,0,0,0,1,1
79744,1,0,1,0,0
79745,1,0,0,1,1
79746,0,1,0,1,0
79747,0,0,0,1,1
79748,0,0,0,0,0
79749,1,0,1,1,1
79750,1,1,1,0,1
79751,1,0,1,0,1
79752,0,1,1,0,1
79753,0,1,1,0,1
79754,1,1,0,0,1
79755,1,1,1,1,1
79756,1,0,0,0,0
79757,1,0,1,1,0
79758,1,1,0,0,0
79759,1,1,0,1,1
79760,1,0,0,0,0
79761,1,1,0,0,0
79762,0,0,1,0,1
79763,0,0,1,0,0
79764,1,0,1,1,1
79765,1,0,0,0,0
79766,1,1,1,0,1
79767,1,1,1,0,0
79768,1,1,0,0,1
79769,1,1,0,0,1
79770,1,0,1,0,1
79771,1,0,0,0,0
79772,1,0,1,0,1
79773,1,0,0,1,1
79774,0,1,1,0,1
79775,1,0,1,1,1
79776,1,0,1,0,1
79777,0,1,0,1,0
79778,0,0,0,0,1
79779,1,0,1,1,1
79780,1,0,1,1,0
79781,0,1,0,0,1
79782,0,0,0,1,1
79783,0,0,0,1,1
79784,0,1,1,1,0
79785,0,1,1,1,1
79786,1,1,0,1,1
79787,0,0,0,0,0
79788,0,0,1,1,1
79789,0,0,0,0,0
79790,1,1,1,1,0
79791,1,1,1,1,1
79792,0,0,1,1,1
79793,1,1,0,1,0
79794,1,0,1,1,0
79795,0,1,1,1,1
79796,1,0,0,1,0
79797,1,1,1,1,0
79798,0,1,1,0,0
79799,1,0,1,0,1
79800,1,0,1,1,1
79801,1,1,0,1,0
79802,0,0,1,1,1
79803,1,1,1,0,0
79804,0,1,1,0,1
79805,1,0,1,0,0
79806,1,0,1,0,0
79807,1,1,0,0,1
79808,1,1,0,1,1
79809,1,1,1,1,1
79810,1,1,1,0,0
79811,0,1,0,1,1
79812,0,0,1,0,1
79813,0,0,0,0,0
79814,1,1,0,1,1
79815,1,0,0,0,0
79816,1,0,1,0,1
79817,0,0,1,1,1
79818,1,1,0,1,0
79819,0,0,1,0,0
79820,0,0,1,0,1
79821,1,1,1,0,0
79822,1,1,1,1,0
79823,1,0,1,1,1
79824,0,1,0,1,1
79825,1,0,1,0,1
79826,1,0,0,0,1
79827,1,0,1,0,1
79828,0,0,0,0,1
79829,1,1,0,1,1
79830,0,0,1,0,0
79831,0,1,1,0,1
79832,1,1,0,0,1
79833,0,1,0,1,0
79834,1,0,1,0,1
79835,0,1,0,0,0
79836,1,1,0,1,1
79837,0,0,0,1,0
79838,1,1,1,1,0
79839,0,0,1,0,0
79840,1,1,0,1,1
79841,0,0,1,0,0
79842,0,1,1,1,1
79843,1,0,0,1,1
79844,0,0,0,1,1
79845,1,1,1,0,0
79846,0,0,0,1,1
79847,1,1,1,0,1
79848,1,1,1,0,0
79849,1,0,0,0,0
79850,1,0,1,0,0
79851,0,0,1,0,0
79852,0,0,1,1,1
79853,1,0,1,1,0
79854,0,0,1,0,1
79855,0,0,1,0,1
79856,1,1,0,1,1
79857,0,0,1,1,1
79858,1,0,0,0,0
79859,1,0,1,1,1
79860,0,0,1,1,0
79861,0,1,0,0,1
79862,1,1,1,0,0
79863,0,0,1,1,1
79864,1,1,1,0,1
79865,1,1,1,1,1
79866,1,1,0,1,1
79867,0,0,1,1,1
79868,0,0,0,0,0
79869,0,1,0,1,0
79870,1,1,0,1,0
79871,0,1,1,0,1
79872,1,0,0,0,1
79873,0,1,1,1,0
79874,0,0,1,1,0
79875,0,1,0,0,1
79876,0,1,1,1,0
79877,1,0,0,0,1
79878,0,1,1,0,1
79879,0,1,0,0,0
79880,1,1,0,0,1
79881,1,0,0,1,1
79882,1,0,1,0,1
79883,0,1,1,1,0
79884,1,1,1,0,1
79885,1,1,0,1,0
79886,1,1,0,0,0
79887,1,1,0,1,1
79888,1,0,0,0,0
79889,0,1,1,0,0
79890,0,1,1,1,0
79891,1,1,1,1,0
79892,0,0,0,1,0
79893,1,1,1,0,0
79894,1,0,0,0,0
79895,0,1,0,1,0
79896,1,1,0,0,1
79897,0,0,1,0,0
79898,1,0,0,1,1
79899,0,0,0,0,1
79900,0,0,0,1,0
79901,1,0,1,1,0
79902,0,0,0,1,0
79903,0,0,1,0,0
79904,0,1,1,0,1
79905,0,0,1,1,0
79906,1,1,1,0,0
79907,0,1,0,0,0
79908,0,0,1,1,0
79909,1,1,0,0,1
79910,1,0,0,0,1
79911,0,0,0,0,0
79912,0,0,1,1,0
79913,1,1,0,1,1
79914,1,0,1,0,0
79915,0,0,1,0,1
79916,1,1,1,1,1
79917,1,0,1,1,1
79918,0,1,0,1,0
79919,0,0,1,1,0
79920,0,0,1,0,1
79921,1,0,1,0,1
79922,0,1,1,1,1
79923,1,0,0,1,1
79924,1,0,1,0,1
79925,1,1,0,0,0
79926,1,0,0,1,0
79927,1,1,1,1,1
79928,0,0,1,1,0
79929,0,1,0,0,0
79930,1,1,0,1,0
79931,1,1,0,0,0
79932,0,0,0,0,1
79933,1,1,1,1,1
79934,1,1,0,0,1
79935,0,1,1,1,0
79936,0,1,1,1,0
79937,0,1,0,1,1
79938,1,0,1,1,1
79939,1,0,1,0,1
79940,1,1,1,1,1
79941,0,0,1,1,1
79942,0,0,1,0,1
79943,1,0,0,1,0
79944,1,1,0,1,0
79945,1,0,0,1,0
79946,0,1,1,0,1
79947,1,0,0,0,1
79948,1,0,1,1,0
79949,0,0,0,1,1
79950,0,1,1,0,1
79951,0,1,1,1,0
79952,0,0,1,0,0
79953,1,0,0,1,1
79954,1,0,0,1,0
79955,0,0,0,0,0
79956,0,1,1,1,0
79957,1,0,0,0,1
79958,0,1,1,0,1
79959,0,0,0,0,1
79960,0,1,1,0,1
79961,1,0,1,0,0
79962,0,0,1,0,0
79963,1,1,1,1,0
79964,1,0,1,1,1
79965,1,0,1,0,1
79966,0,1,0,0,1
79967,0,0,0,0,1
79968,1,0,0,1,0
79969,1,1,0,1,0
79970,0,1,0,0,0
79971,0,1,0,0,1
79972,0,0,0,0,0
79973,1,1,1,0,1
79974,1,0,0,1,1
79975,1,1,0,1,1
79976,1,0,1,0,0
79977,1,0,1,1,0
79978,0,1,0,0,1
79979,0,1,0,1,0
79980,1,0,1,1,1
79981,1,0,1,1,0
79982,1,1,0,0,0
79983,1,1,1,1,0
79984,0,1,0,1,0
79985,0,0,1,0,0
79986,0,1,1,1,0
79987,1,0,1,1,1
79988,0,1,1,1,1
79989,0,1,1,1,0
79990,1,0,0,1,1
79991,0,0,1,0,0
79992,0,0,1,0,1
79993,1,1,1,1,1
79994,0,0,1,0,0
79995,0,0,1,0,1
79996,1,1,1,1,0
79997,1,0,0,1,0
79998,0,1,0,0,0
79999,0,1,0,0,0
80000,0,1,0,0,0
80001,0,0,0,0,1
80002,1,1,0,0,0
80003,1,1,1,0,1
80004,1,0,0,0,0
80005,1,0,0,0,1
80006,0,1,1,0,1
80007,0,1,0,1,1
80008,1,0,1,0,1
80009,0,0,0,1,0
80010,0,1,1,0,1
80011,0,0,1,1,1
80012,1,0,0,1,1
80013,1,0,0,0,0
80014,1,1,1,1,1
80015,1,1,0,0,1
80016,0,0,0,1,1
80017,1,1,0,1,0
80018,1,0,0,0,0
80019,1,1,0,0,1
80020,1,0,1,1,0
80021,1,1,0,1,1
80022,0,0,1,0,1
80023,1,1,0,0,0
80024,1,0,1,1,1
80025,0,0,0,0,1
80026,0,1,1,0,0
80027,1,0,1,0,0
80028,1,0,1,0,1
80029,0,1,0,1,0
80030,1,1,1,0,1
80031,1,0,0,0,0
80032,0,1,1,1,1
80033,0,1,1,0,1
80034,1,1,0,1,0
80035,0,0,1,1,0
80036,0,0,0,1,1
80037,0,0,0,0,1
80038,1,0,1,1,0
80039,0,1,1,0,1
80040,1,1,1,0,1
80041,0,0,1,1,0
80042,0,1,1,1,1
80043,1,0,1,1,0
80044,1,1,1,1,1
80045,0,0,1,0,0
80046,0,1,0,0,0
80047,1,0,0,1,0
80048,1,1,0,0,0
80049,1,1,1,0,0
80050,0,1,1,1,0
80051,0,1,1,0,0
80052,0,1,0,0,1
80053,0,1,1,0,0
80054,0,0,1,1,0
80055,1,0,1,1,1
80056,1,1,0,0,1
80057,1,1,1,0,0
80058,1,1,0,1,1
80059,1,1,1,1,1
80060,1,0,1,1,1
80061,1,1,1,1,1
80062,0,1,0,0,1
80063,0,0,0,1,0
80064,0,0,0,1,1
80065,0,1,0,0,1
80066,1,0,0,1,1
80067,0,1,0,1,0
80068,1,0,0,0,1
80069,1,1,0,0,1
80070,1,1,1,1,1
80071,0,0,0,1,0
80072,1,1,0,0,1
80073,1,1,1,0,0
80074,1,0,0,0,0
80075,1,0,1,0,0
80076,0,1,1,0,0
80077,0,0,0,0,1
80078,0,0,1,0,0
80079,0,1,0,1,1
80080,1,1,0,0,1
80081,1,1,1,0,0
80082,0,1,1,1,0
80083,1,1,0,0,1
80084,1,0,0,0,0
80085,1,0,1,0,0
80086,0,0,0,1,0
80087,1,0,1,0,1
80088,1,1,1,1,1
80089,1,0,1,1,1
80090,0,1,0,1,1
80091,0,0,1,1,0
80092,0,1,1,0,0
80093,1,0,1,0,1
80094,1,1,0,1,0
80095,1,1,0,1,0
80096,0,1,0,0,0
80097,1,0,0,1,0
80098,1,1,0,0,0
80099,1,0,1,0,1
80100,0,1,0,0,1
80101,1,0,0,0,0
80102,0,1,1,1,1
80103,0,0,1,0,1
80104,0,1,1,0,0
80105,0,0,0,1,0
80106,1,0,0,1,1
80107,0,1,0,1,0
80108,1,1,1,0,1
80109,1,1,0,0,1
80110,0,1,0,0,1
80111,0,1,0,1,0
80112,0,0,1,0,0
80113,0,1,0,1,0
80114,1,0,0,1,0
80115,1,1,0,0,1
80116,1,0,1,1,0
80117,0,0,1,0,0
80118,1,1,1,0,1
80119,1,1,0,1,1
80120,1,0,1,0,0
80121,1,1,0,1,0
80122,1,1,1,1,1
80123,1,0,0,0,1
80124,1,1,1,1,1
80125,0,1,1,0,0
80126,0,1,1,0,0
80127,1,1,1,0,1
80128,1,1,0,0,0
80129,0,1,0,1,0
80130,0,1,1,1,0
80131,0,1,1,1,1
80132,1,0,1,1,1
80133,0,0,0,1,1
80134,0,1,1,0,0
80135,0,0,0,1,0
80136,0,0,1,1,1
80137,0,1,1,0,0
80138,1,1,1,0,0
80139,0,0,1,1,0
80140,0,0,1,0,0
80141,0,0,0,0,1
80142,0,1,1,0,0
80143,1,1,1,1,0
80144,0,0,1,0,1
80145,1,1,1,1,1
80146,0,1,0,0,0
80147,0,0,0,0,1
80148,0,0,1,0,1
80149,1,1,1,0,1
80150,0,0,1,0,1
80151,1,0,0,1,1
80152,0,0,1,1,0
80153,0,1,1,0,0
80154,0,0,1,1,0
80155,1,0,1,1,0
80156,1,1,0,1,0
80157,1,0,1,0,1
80158,0,1,1,0,1
80159,0,1,1,0,1
80160,0,0,0,1,1
80161,1,1,0,1,0
80162,0,1,1,1,0
80163,1,0,0,0,0
80164,0,0,0,1,0
80165,1,0,1,1,0
80166,0,1,1,0,0
80167,1,0,0,0,1
80168,0,0,0,0,0
80169,1,0,0,1,1
80170,0,0,0,0,0
80171,0,0,1,1,1
80172,0,0,0,0,0
80173,1,1,1,1,1
80174,0,0,1,1,1
80175,0,0,1,0,1
80176,0,0,1,1,1
80177,0,1,0,0,0
80178,0,0,0,0,0
80179,1,0,0,1,1
80180,0,1,1,1,0
80181,1,0,1,0,0
80182,1,1,1,0,1
80183,1,0,1,1,1
80184,0,0,1,1,1
80185,1,1,1,0,0
80186,1,0,1,0,0
80187,0,0,0,0,1
80188,0,0,1,0,0
80189,0,1,1,1,1
80190,1,1,1,1,1
80191,1,1,1,1,1
80192,0,1,0,1,0
80193,0,0,1,1,0
80194,0,1,0,0,1
80195,0,0,1,1,0
80196,0,1,0,0,0
80197,1,0,1,1,1
80198,1,1,1,1,1
80199,1,0,0,1,1
80200,0,0,0,1,0
80201,1,1,0,0,0
80202,0,1,0,1,0
80203,1,1,1,1,0
80204,0,0,0,1,0
80205,1,1,0,1,1
80206,1,1,0,0,0
80207,0,1,1,0,1
80208,1,1,0,0,1
80209,0,1,1,1,1
80210,1,1,1,1,1
80211,1,1,1,1,1
80212,1,0,1,0,0
80213,1,1,0,0,0
80214,0,1,0,1,1
80215,0,1,1,1,0
80216,0,1,0,1,0
80217,1,1,1,0,1
80218,1,1,1,0,0
80219,0,0,0,1,1
80220,0,1,1,0,0
80221,1,1,1,0,0
80222,0,0,0,1,1
80223,0,1,1,1,1
80224,1,0,0,1,1
80225,0,1,0,0,1
80226,0,1,0,0,0
80227,0,1,0,1,1
80228,0,0,0,1,1
80229,0,0,1,1,1
80230,1,0,1,1,0
80231,0,0,1,0,1
80232,1,0,0,0,0
80233,0,0,0,0,0
80234,1,1,1,1,0
80235,0,0,0,0,1
80236,0,0,0,1,1
80237,1,1,1,0,0
80238,0,1,0,0,1
80239,1,1,1,0,1
80240,1,0,1,1,1
80241,1,0,1,1,0
80242,1,0,0,0,0
80243,0,1,0,1,0
80244,0,0,0,1,0
80245,1,0,0,1,1
80246,0,1,1,1,1
80247,1,0,0,1,0
80248,1,0,0,1,0
80249,1,0,1,0,1
80250,1,1,0,1,0
80251,1,1,0,0,0
80252,1,1,1,0,0
80253,0,1,1,0,1
80254,1,1,1,0,0
80255,1,1,1,1,0
80256,0,0,1,1,0
80257,0,0,0,0,1
80258,1,1,0,0,1
80259,1,0,1,0,0
80260,1,1,0,0,1
80261,1,1,0,0,0
80262,1,0,1,1,1
80263,1,0,0,0,1
80264,1,1,0,1,1
80265,1,1,0,0,1
80266,0,0,1,0,0
80267,0,1,1,1,0
80268,0,1,0,1,1
80269,0,1,0,1,1
80270,1,0,1,1,0
80271,0,1,0,0,1
80272,1,1,1,1,1
80273,0,1,1,1,1
80274,1,1,0,0,1
80275,0,0,1,1,1
80276,0,1,0,1,0
80277,1,1,1,1,0
80278,0,1,1,1,1
80279,0,1,1,0,1
80280,0,1,0,1,0
80281,1,0,1,1,0
80282,0,0,1,1,1
80283,1,1,0,1,1
80284,1,0,0,0,0
80285,0,0,1,1,0
80286,1,0,1,0,1
80287,0,1,0,0,0
80288,0,0,1,1,0
80289,0,1,0,1,1
80290,1,0,1,1,1
80291,1,1,1,0,0
80292,1,1,0,0,0
80293,0,1,1,1,0
80294,1,0,1,0,1
80295,1,0,0,0,0
80296,1,1,0,0,0
80297,0,1,0,1,0
80298,1,1,1,1,1
80299,0,1,0,1,1
80300,0,0,1,1,1
80301,1,0,1,0,1
80302,0,1,1,1,0
80303,1,1,1,1,1
80304,1,0,1,1,1
80305,1,0,1,0,0
80306,0,1,0,0,0
80307,0,1,0,0,1
80308,1,1,0,0,0
80309,1,1,1,0,0
80310,0,1,1,1,1
80311,0,1,0,1,1
80312,1,0,0,1,0
80313,1,1,1,1,0
80314,0,1,1,0,0
80315,0,0,0,0,0
80316,1,1,0,0,1
80317,0,1,1,0,0
80318,0,0,1,0,0
80319,0,1,1,0,0
80320,0,1,1,0,0
80321,1,1,1,0,1
80322,0,1,0,0,1
80323,0,0,0,1,0
80324,1,1,1,1,0
80325,0,1,0,1,1
80326,1,1,0,0,0
80327,0,1,1,0,1
80328,0,0,0,1,1
80329,0,1,0,1,0
80330,0,1,0,0,1
80331,1,0,1,0,1
80332,1,1,1,1,0
80333,0,1,1,0,1
80334,0,1,1,1,1
80335,0,0,1,1,1
80336,1,0,0,1,1
80337,1,1,1,0,1
80338,0,0,1,0,1
80339,0,0,0,0,1
80340,1,1,1,0,0
80341,0,0,1,0,1
80342,1,1,0,0,1
80343,0,0,1,0,0
80344,1,0,0,0,1
80345,0,1,0,1,1
80346,0,0,0,1,0
80347,1,0,1,1,0
80348,0,1,0,1,1
80349,1,1,0,1,1
80350,1,0,1,0,0
80351,0,0,1,1,0
80352,1,1,0,0,1
80353,1,1,1,0,0
80354,0,0,0,1,0
80355,0,0,0,0,1
80356,0,0,1,0,1
80357,1,0,0,0,1
80358,0,1,0,1,1
80359,1,1,1,1,1
80360,0,0,1,1,0
80361,1,1,0,0,0
80362,0,1,0,1,1
80363,1,0,1,0,0
80364,0,0,1,1,1
80365,1,0,1,1,0
80366,1,0,0,1,1
80367,0,0,0,0,0
80368,0,0,0,0,0
80369,0,1,0,0,0
80370,1,0,0,0,1
80371,1,1,1,1,1
80372,1,1,0,1,0
80373,1,0,0,0,1
80374,1,0,0,0,1
80375,1,0,1,1,0
80376,1,1,1,1,1
80377,1,1,1,1,0
80378,0,0,0,1,1
80379,0,1,1,1,0
80380,1,0,0,1,0
80381,0,0,0,1,0
80382,0,0,1,1,1
80383,0,1,0,0,1
80384,0,1,0,1,0
80385,1,0,0,0,0
80386,1,1,1,0,1
80387,0,0,0,0,1
80388,1,0,1,0,1
80389,0,1,1,0,1
80390,0,0,0,1,0
80391,0,1,1,0,1
80392,1,0,1,1,0
80393,0,1,1,0,1
80394,1,1,1,1,1
80395,1,0,1,1,1
80396,1,1,0,1,0
80397,0,1,1,1,0
80398,0,1,1,0,1
80399,0,0,0,1,0
80400,0,0,0,1,1
80401,1,1,0,1,1
80402,1,1,1,1,1
80403,0,1,1,1,0
80404,0,1,0,0,0
80405,1,1,0,1,0
80406,0,1,1,0,0
80407,1,0,0,0,1
80408,0,1,1,0,0
80409,0,1,0,1,1
80410,0,0,0,0,0
80411,0,1,0,0,1
80412,0,1,1,1,1
80413,1,0,0,1,0
80414,1,0,1,1,1
80415,1,0,1,0,0
80416,0,1,1,0,1
80417,1,1,0,0,0
80418,1,1,1,0,0
80419,0,0,0,1,0
80420,1,1,1,0,1
80421,0,0,0,1,1
80422,1,1,0,0,1
80423,1,0,1,1,0
80424,1,0,1,0,0
80425,0,1,0,1,0
80426,1,1,0,1,0
80427,0,1,0,1,0
80428,1,0,0,1,0
80429,1,0,1,1,1
80430,0,1,1,0,0
80431,0,0,0,0,0
80432,1,1,0,1,1
80433,0,1,1,0,1
80434,0,0,0,0,0
80435,0,0,1,0,1
80436,0,1,1,0,1
80437,0,0,0,0,0
80438,1,0,0,0,1
80439,0,1,1,0,1
80440,1,0,0,1,1
80441,1,1,1,0,1
80442,0,1,0,0,0
80443,0,1,0,1,0
80444,1,0,0,1,0
80445,0,0,0,0,1
80446,0,0,1,1,0
80447,1,0,1,1,1
80448,0,0,1,0,0
80449,0,1,0,0,1
80450,0,1,1,1,0
80451,1,0,0,1,0
80452,1,0,0,0,1
80453,0,0,1,1,0
80454,0,0,0,0,0
80455,1,1,0,0,0
80456,1,0,1,0,0
80457,1,0,1,1,0
80458,0,0,0,0,1
80459,1,1,0,0,0
80460,1,0,1,1,0
80461,1,1,1,0,0
80462,0,0,0,1,1
80463,0,1,0,0,0
80464,1,1,0,1,0
80465,1,0,0,1,1
80466,0,0,0,0,0
80467,0,0,1,0,1
80468,0,1,0,1,1
80469,1,0,1,0,0
80470,1,1,1,1,0
80471,1,0,0,0,0
80472,0,1,1,0,0
80473,0,1,0,0,1
80474,0,0,0,0,1
80475,1,1,1,1,0
80476,1,0,1,0,1
80477,1,0,0,1,0
80478,0,1,1,0,1
80479,1,0,1,1,1
80480,0,1,1,1,1
80481,1,0,1,0,0
80482,1,0,1,0,1
80483,1,1,0,0,0
80484,0,1,1,1,0
80485,1,0,0,0,0
80486,0,0,1,0,1
80487,0,1,1,0,0
80488,1,1,0,0,1
80489,1,0,0,1,0
80490,0,0,1,0,0
80491,0,1,0,1,1
80492,0,0,1,0,0
80493,0,1,1,1,1
80494,0,1,0,1,0
80495,0,1,1,0,0
80496,0,0,1,1,1
80497,1,0,0,1,0
80498,0,1,1,0,1
80499,0,0,1,0,1
80500,1,0,1,0,1
80501,0,1,1,1,1
80502,0,0,0,0,0
80503,0,0,0,1,1
80504,0,0,1,1,1
80505,0,0,0,1,1
80506,0,0,1,1,0
80507,0,0,1,0,0
80508,0,0,0,0,1
80509,0,1,0,0,1
80510,1,0,0,1,1
80511,0,1,0,1,1
80512,1,0,1,1,1
80513,0,0,1,0,0
80514,0,1,1,0,0
80515,1,1,1,0,1
80516,0,0,0,1,0
80517,1,1,0,1,0
80518,0,1,1,0,0
80519,1,0,1,1,0
80520,1,0,0,1,1
80521,0,0,0,0,1
80522,0,1,0,0,1
80523,0,1,0,0,0
80524,0,1,1,1,1
80525,0,0,0,0,1
80526,0,1,0,0,0
80527,1,1,1,0,1
80528,0,0,1,0,0
80529,1,1,1,0,1
80530,0,0,1,0,0
80531,0,1,0,0,1
80532,0,0,0,1,0
80533,0,1,1,1,0
80534,0,1,1,0,0
80535,0,1,1,0,1
80536,0,1,0,0,0
80537,0,0,0,0,0
80538,0,1,0,0,1
80539,1,1,0,1,1
80540,0,1,1,0,0
80541,0,1,0,0,1
80542,1,0,1,1,0
80543,1,1,1,1,0
80544,0,0,1,1,1
80545,0,0,0,1,0
80546,0,0,0,1,0
80547,0,1,0,1,0
80548,0,0,0,0,1
80549,1,1,1,1,0
80550,1,1,1,1,0
80551,1,0,1,0,1
80552,1,1,1,1,0
80553,1,1,1,0,0
80554,1,1,0,0,1
80555,0,1,1,1,0
80556,1,0,1,1,1
80557,1,1,0,1,0
80558,0,1,1,1,0
80559,0,0,0,0,1
80560,0,0,1,0,1
80561,0,1,1,0,0
80562,0,1,0,0,1
80563,0,1,1,0,0
80564,1,1,1,0,1
80565,0,0,1,0,1
80566,1,0,0,1,1
80567,1,0,0,1,0
80568,1,1,1,1,1
80569,0,1,1,1,1
80570,0,1,0,0,0
80571,1,0,1,0,0
80572,0,1,0,0,0
80573,0,1,1,1,0
80574,0,0,0,1,0
80575,1,0,0,0,1
80576,0,0,1,1,1
80577,0,1,1,1,1
80578,1,1,1,0,0
80579,1,0,0,1,0
80580,0,0,1,1,1
80581,1,1,1,0,0
80582,1,0,0,1,1
80583,1,0,1,0,0
80584,0,1,1,0,1
80585,0,1,1,0,1
80586,0,1,1,1,1
80587,1,1,0,0,0
80588,0,1,1,1,0
80589,1,1,1,0,1
80590,1,1,0,0,1
80591,0,1,0,1,1
80592,0,1,0,1,1
80593,1,0,1,0,1
80594,0,1,0,0,0
80595,1,0,0,0,0
80596,1,0,1,1,1
80597,1,0,1,0,0
80598,0,0,0,1,1
80599,1,1,0,0,1
80600,1,0,0,1,0
80601,1,1,1,0,0
80602,1,1,0,1,0
80603,0,1,1,0,1
80604,0,0,1,1,1
80605,0,1,0,0,0
80606,1,0,1,1,0
80607,0,1,0,0,0
80608,1,0,0,1,0
80609,1,0,0,1,0
80610,1,1,0,0,0
80611,0,0,0,1,1
80612,1,1,1,1,1
80613,0,0,0,0,1
80614,0,1,1,0,0
80615,0,0,1,1,1
80616,1,1,1,1,0
80617,0,0,0,0,1
80618,0,1,0,0,1
80619,1,1,1,1,0
80620,1,1,0,1,0
80621,0,0,0,0,0
80622,0,0,1,1,1
80623,0,0,0,1,0
80624,0,1,0,0,1
80625,1,0,1,0,0
80626,0,1,1,0,1
80627,0,0,0,0,1
80628,0,0,1,0,0
80629,0,1,0,1,0
80630,0,0,1,0,1
80631,0,0,0,1,0
80632,0,0,1,0,1
